sender_id,receiver_id,value,corrected,corrected_body,origin_body,diff
229,2,1.0,0,"SHINSEIDO online is here ♪
 http://www.shinseido.co.jp/Artist?PROP_ID_50300=531&topicCd=artist

Rreservation is currently accepted at SHINSEIDO / WonderGOO in Japan♪
(Please check beforehand as some shops don't handle reservation.)","SHINSEIDO online is here ♪
 http://www.shinseido.co.jp/Artist?PROP_ID_50300=531&topicCd=artist

Rreservation is currently accepted at SHINSEIDO / WonderGOO in Japan♪
(Please check beforehand as some shops don't handle reservation.)",0
229,2,1.0,1,"★First edition benefit: Trading card (random one from eight  ★ AAA Party Original benefit ★ (CD only)  ■ The Other jacket (member's solo cut)
* Please note that the reservation period of the product subject may be terminated earlier for certain reasons. 
* Please note that the benefit/ specification of CD / DVD may be terminated earlier for certain reasons. (permanent benefit / permanent specification are excluded). 
""SHOW TIME"" <AAA Party Limited Edition> sale was terminated, because it is sold out.","★First edition benefit: Trading card (random one from eight  ★ AAA Party Original benefit ★ (CD only)  ■ The Other jacket (member's solo cut)
* Please note that the reservation period of the product subject may be terminated earlier for certain reasons. 
* Please note that the benefit/ specification of CD / DVD may be terrminated earlier for certain reasons. (permanent benefit / permanent specification are excluded). 
""SHOW TIME"" <AAA Party Limited Edition> sales was terminated, because it is sold out.",2
229,2,0.0,1,"Through their leap year in 2014,
Toward the 10th anniversary in Sep 2015, the seven-month-consecutive release of singles will start, to celebrate their 10th anniversary year!!
At mu-mo shop, the package with an application for a special live ticket will be sold! (The quantity is limited.)
Those who purchase all 7 singles with an application for a special live ticket will be able to join the 10th anniversary special LIVE event.","Through their leap year in 2014,
Toward the 10th anniversary in Sep 2015, the seven-month-serial release of singles will start, which will celebrate their 10th year!!
At mu-mo shop, the package with LIVE application ticket will be sold! (The quantity is limited.)
Those who purchase all 7 singles with LIVE application ticket will be able to join the 10th anniversary special LIVE event.",7
84,2,2.0,0,"VANITYMIX

""VANITYMIX 2015 SPRING COVER INTERVIEW"" will be posted on the website ""VANITY MIX"" on March 1!
 http://www.vanitymix.jp/music/kumi-koda/","VANITYMIX

""VANITYMIX 2015 SPRING COVER INTERVIEW"" will be posted on the website ""VANITY MIX"" on March 1!
 http://www.vanitymix.jp/music/kumi-koda/",0
48,2,0.0,1,"They engage in activities not only in Japan but also in the United States, Germany, Canada and Taiwan. 
They were invited to the Brazil's largest anime festival in July, drawing an audience of 6,000!
They are going to hold their largest live concert at Akasaka BLITZ on Octber 5 titled ""BACK-ON LIVE 2014 ~ RELOAD ~"" !","They play an active role not only in Japan but also the United States, Germany, Canada and Taiwan. 
They were invited to the Brazil's largest anime festival in July, and mobilized 6,000 people!
They will perform their largest live at Akasaka BLITZ ""BACK-ON LIVE 2014 ~ RELOAD ~"" on Octber 5!",7
84,2,2.0,0,"ZIP-FM ""SUNDAY NIGHT SPECIAL KUMI KODA ~ ON THE RADIO ~""


 April 5 (Sun) 20:00 - 21:00
 ZIP-FM ""SUNDAY NIGHT SPECIAL KUMI KODA ~ ON THE RADIO ~""

 * Please note that the broadcast content may be changed depending on circumstances. ","ZIP-FM ""SUNDAY NIGHT SPECIAL KUMI KODA ~ ON THE RADIO ~""


 April 5 (Sun) 20:00 - 21:00
 ZIP-FM ""SUNDAY NIGHT SPECIAL KUMI KODA ~ ON THE RADIO ~""

 * Please note that the broadcast content may be changed depending on circumstances. ",0
408,2,1.0,1,"Can anyone with a speaker bring it to the event? Yes, I have a speaker and can bring it.
How many speakers are needed? How about this one? Is it too big?

Both short hairstyles and long hairstyles look good on you. I am glad that you have arrived in the US safely. I am glad that you have arrived home safely.","Does anyone have a speaker and bring it to the event? Yes, I have a speaker and I can bring it.
How many speakers are needed? How about this one? Is it too big?

You look nice in long and short hair. I am glad that you have arrived in US safely. I am glad that you have arrived home safely.",7
70,3,0.0,0,"One of the possible impacts of divorce can be an economical difficulty due to less income. Some parents may find it hard to pay for expense for raising a child and education. These are the additional impacts according to the recent study. Decrease of the time to spend with parents dramatically. Drop of academic performance due to lack of concentration and stress coming from environmental change. Causing emotional instability. Unsocial behaviors such as autism, school refusal, and serious depression. Inappropriate and antisocial behaviors such as stealing money, staying out night without permission, and illicit sexual relations.","One of the possible impacts of divorce can be an economical difficulty due to less income. Some parents may find it hard to pay for expense for raising a child and education. These are the additional impacts according to the recent study. Decrease of the time to spend with parents dramatically. Drop of academic performance due to lack of concentration and stress coming from environmental change. Causing emotional instability. Unsocial behaviors such as autism, school refusal, and serious depression. Inappropriate and antisocial behaviors such as stealing money, staying out night without permission, and illicit sexual relations.",0
88,4,1.0,1,"Although there is a slight damage on the exterior as can see in the photo, it still is good enough for a practical use.

We have tested its operation and no problems have been detected. 

Also, the hour meter data are as follows: 

-energizing time 94x10h
-drum rotation time 17x10h
-tape running time 14x10h
-number of threads 39x10

In addition to the above, I have cleaned the machine thoroughly. 

As for the basic movements, we did a test drive at one of the specialist shops in Tokyo.  So please rest assured!

(Accessories)
-DC power cable
-Charger
*Includes everything that is shown in the photo. ","It is partially damaged on the external part as you can see in the photo, but it does operate normally.

We have tested its movements and no problems have been detected. 

Also, here is the hour meter : 

-energizing time 94x10h
-drum rotation time 17x10h
-tape running time 14x10h
-number of threads 39x10

Adding to the above, I have cleaned the machine thoroughly. 

As for the basic movements, we did a test drive at one of the specialist shops in Tokyo.  So please rest assured!

(Accessories)
-DC power cable
-Charger
*Includes everything that is shown in the photo. ",10
48,4,2.0,0,"Does it mean that the logo we have proposed can't be used? 
We are thinking of indicating the logo and ""＊＊＊"" in Japanese within the website. 
We visualized it with an alphabet letter ""A"" followed by ""＊＊＊” in Japanese. 

Or does it mean that the whole image of the website and your website should not look similar?

Could we use the slide banners or images on your website? 
If we could , we would like to change the logo in the photo to what we have proposed and use it. 
 ","Does it mean that the logo we have proposed can't be used? 
We are thinking of indicating the logo and ""＊＊＊"" in Japanese within the website. 
We visualized it with an alphabet letter ""A"" followed by ""＊＊＊” in Japanese. 

Or does it mean that the whole image of the website and your website should not look similar?

Could we use the slide banners or images on your website? 
If we could , we would like to change the logo in the photo to what we have proposed and use it. 
 ",0
